source class	source file or URL	slot	section	column order	destination class
Biosample	local/nmdc.yaml	antibiotic_regm	mixs_core_section	238	PlantAssociatedInterface
Biosample	local/nmdc.yaml	api	mixs_core_section	291	HcrCoresInterface|HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	arch_struc	mixs_core_section	67	BuiltEnvInterface
Biosample	local/nmdc.yaml	aromatics_pc	mixs_core_section	292	HcrCoresInterface|HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	asphaltenes_pc	mixs_core_section	293	HcrCoresInterface|HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	atmospheric_data	mixs_core_section	219	WaterInterface
Biosample	local/nmdc.yaml	avg_dew_point	mixs_core_section	68	BuiltEnvInterface
Biosample	local/nmdc.yaml	avg_occup	mixs_core_section	69	BuiltEnvInterface
Biosample	local/nmdc.yaml	avg_temp	mixs_core_section	70	BuiltEnvInterface
Biosample	local/nmdc.yaml	bac_prod	mixs_core_section	220	WaterInterface
Biosample	local/nmdc.yaml	bac_resp	mixs_core_section	221	WaterInterface
Biosample	local/nmdc.yaml	bacteria_carb_prod	mixs_core_section	5	BiofilmInterface|SedimentInterface|WaterInterface
Biosample	local/nmdc.yaml	barometric_press	mixs_core_section	49	AirInterface
Biosample	local/nmdc.yaml	basin	mixs_core_section	294	HcrCoresInterface|HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	bathroom_count	mixs_core_section	71	BuiltEnvInterface
Biosample	local/nmdc.yaml	bedroom_count	mixs_core_section	72	BuiltEnvInterface
Biosample	local/nmdc.yaml	benzene	mixs_core_section	295	HcrCoresInterface|HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	biochem_oxygen_dem	mixs_core_section	296	WastewaterSludgeInterface
Biosample	local/nmdc.yaml	biocide	mixs_core_section	297	HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	biocide_admin_method	mixs_core_section	298	HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	biol_stat	mixs_core_section	239	HostAssociatedInterface|PlantAssociatedInterface
Biosample	local/nmdc.yaml	biomass	mixs_core_section	6	BiofilmInterface|MiscEnvsInterface|SedimentInterface|WaterInterface
Biosample	local/nmdc.yaml	biotic_regm	mixs_modified_section	13	PlantAssociatedInterface|SedimentInterface|SoilInterface|WaterInterface
Biosample	local/nmdc.yaml	biotic_relationship	mixs_modified_section	22	PlantAssociatedInterface|SedimentInterface|SoilInterface
Biosample	local/nmdc.yaml	bishomohopanol	mixs_core_section	7	BiofilmInterface|SedimentInterface|WaterInterface
Biosample	local/nmdc.yaml	blood_press_diast	mixs_core_section	299	HostAssociatedInterface
Biosample	local/nmdc.yaml	blood_press_syst	mixs_core_section	300	HostAssociatedInterface
Biosample	local/nmdc.yaml	bromide	mixs_core_section	8	BiofilmInterface|MiscEnvsInterface|SedimentInterface|WaterInterface
Biosample	local/nmdc.yaml	build_docs	mixs_core_section	73	BuiltEnvInterface
Biosample	local/nmdc.yaml	build_occup_type	mixs_core_section	74	BuiltEnvInterface
Biosample	local/nmdc.yaml	building_setting	mixs_core_section	75	BuiltEnvInterface
Biosample	local/nmdc.yaml	built_struc_age	mixs_core_section	76	BuiltEnvInterface
Biosample	local/nmdc.yaml	built_struc_set	mixs_core_section	77	BuiltEnvInterface
Biosample	local/nmdc.yaml	built_struc_type	mixs_core_section	78	BuiltEnvInterface
Biosample	local/nmdc.yaml	bulk_elect_conductivity	mixs_inspired_section	1008	SoilInterface
Biosample	local/nmdc.yaml	calcium	mixs_core_section	9	BiofilmInterface|HcrCoresInterface|HcrFluidsSwabsInterface|MiscEnvsInterface|SedimentInterface|WaterInterface
Biosample	local/nmdc.yaml	carb_dioxide	mixs_core_section	50	AirInterface|BuiltEnvInterface
Biosample	local/nmdc.yaml	carb_monoxide	mixs_core_section	51	AirInterface
Biosample	local/nmdc.yaml	carb_nitro_ratio	mixs_section	44	BiofilmInterface|SedimentInterface|SoilInterface|WaterInterface
Biosample	local/nmdc.yaml	ceil_area	mixs_core_section	79	BuiltEnvInterface
Biosample	local/nmdc.yaml	ceil_cond	mixs_core_section	80	BuiltEnvInterface
Biosample	local/nmdc.yaml	ceil_finish_mat	mixs_core_section	81	BuiltEnvInterface
Biosample	local/nmdc.yaml	ceil_struc	mixs_core_section	82	BuiltEnvInterface
Biosample	local/nmdc.yaml	ceil_texture	mixs_core_section	83	BuiltEnvInterface
Biosample	local/nmdc.yaml	ceil_thermal_mass	mixs_core_section	84	BuiltEnvInterface
Biosample	local/nmdc.yaml	ceil_type	mixs_core_section	85	BuiltEnvInterface
Biosample	local/nmdc.yaml	ceil_water_mold	mixs_core_section	86	BuiltEnvInterface
Biosample	local/nmdc.yaml	chem_administration	mixs_modified_section	17	AirInterface|BiofilmInterface|HcrCoresInterface|HcrFluidsSwabsInterface|HostAssociatedInterface|MiscEnvsInterface|PlantAssociatedInterface|SedimentInterface|SoilInterface|WastewaterSludgeInterface|WaterInterface
Biosample	local/nmdc.yaml	chem_mutagen	mixs_core_section	240	PlantAssociatedInterface
Biosample	local/nmdc.yaml	chem_oxygen_dem	mixs_core_section	301	WastewaterSludgeInterface
Biosample	local/nmdc.yaml	chem_treat_method	mixs_core_section	302	HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	chem_treatment	mixs_core_section	303	HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	chloride	mixs_core_section	10	BiofilmInterface|HcrCoresInterface|HcrFluidsSwabsInterface|MiscEnvsInterface|SedimentInterface|WaterInterface
Biosample	local/nmdc.yaml	chlorophyll	mixs_core_section	11	BiofilmInterface|MiscEnvsInterface|SedimentInterface|WaterInterface
Biosample	local/nmdc.yaml	climate_environment	mixs_modified_section	19	PlantAssociatedInterface|SedimentInterface|SoilInterface|WaterInterface
Biosample	local/nmdc.yaml	collection_date	mixs_modified_section	3	AirInterface|BiofilmInterface|BuiltEnvInterface|HcrCoresInterface|HcrFluidsSwabsInterface|HostAssociatedInterface|MiscEnvsInterface|PlantAssociatedInterface|SedimentInterface|SoilInterface|WastewaterSludgeInterface|WaterInterface
Biosample	local/nmdc.yaml	collection_date_inc	mixs_inspired_section	2	PlantAssociatedInterface|SedimentInterface|SoilMixsInspiredMixin|SoilInterface|WaterInterface
Biosample	local/nmdc.yaml	collection_time	mixs_inspired_section	1	PlantAssociatedInterface|SedimentInterface|SoilMixsInspiredMixin|SoilInterface|WaterInterface
Biosample	local/nmdc.yaml	collection_time_inc	mixs_inspired_section	3	SoilMixsInspiredMixin|SoilInterface
Biosample	local/nmdc.yaml	conduc	mixs_core_section	222	WaterInterface
Biosample	local/nmdc.yaml	cool_syst_id	mixs_core_section	87	BuiltEnvInterface
Biosample	local/nmdc.yaml	crop_rotation	mixs_section	7	SoilInterface
Biosample	local/nmdc.yaml	cult_root_med	mixs_core_section	241	PlantAssociatedInterface
Biosample	local/nmdc.yaml	cur_land_use	mixs_section	8	SoilInterface
Biosample	local/nmdc.yaml	cur_vegetation	mixs_section	9	SoilInterface
Biosample	local/nmdc.yaml	cur_vegetation_meth	mixs_section	10	SoilInterface
Biosample	local/nmdc.yaml	date_last_rain	mixs_core_section	88	BuiltEnvInterface
Biosample	local/nmdc.yaml	density	mixs_core_section	12	HcrCoresInterface|HcrFluidsSwabsInterface|MiscEnvsInterface|SedimentInterface|WaterInterface
Biosample	local/nmdc.yaml	depos_env	mixs_core_section	304	HcrCoresInterface|HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	depth	mixs_modified_section	9	AirInterface|BiofilmInterface|BuiltEnvInterface|HcrCoresInterface|HcrFluidsSwabsInterface|HostAssociatedInterface|MiscEnvsInterface|PlantAssociatedInterface|SedimentInterface|SoilInterface|WastewaterSludgeInterface|WaterInterface
Biosample	local/nmdc.yaml	dew_point	mixs_core_section	89	BuiltEnvInterface
Biosample	local/nmdc.yaml	diether_lipids	mixs_core_section	13	BiofilmInterface|MiscEnvsInterface|SedimentInterface|WaterInterface
Biosample	local/nmdc.yaml	diss_carb_dioxide	mixs_core_section	14	BiofilmInterface|HcrCoresInterface|HcrFluidsSwabsInterface|MiscEnvsInterface|SedimentInterface|WaterInterface
Biosample	local/nmdc.yaml	diss_hydrogen	mixs_core_section	15	BiofilmInterface|MiscEnvsInterface|SedimentInterface|WaterInterface
Biosample	local/nmdc.yaml	diss_inorg_carb	mixs_core_section	16	BiofilmInterface|HcrCoresInterface|HcrFluidsSwabsInterface|MiscEnvsInterface|SedimentInterface|WaterInterface
Biosample	local/nmdc.yaml	diss_inorg_nitro	mixs_core_section	223	WaterInterface
Biosample	local/nmdc.yaml	diss_inorg_phosp	mixs_core_section	224	HcrCoresInterface|HcrFluidsSwabsInterface|WaterInterface
Biosample	local/nmdc.yaml	diss_iron	mixs_core_section	305	HcrCoresInterface|HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	diss_org_carb	mixs_core_section	17	BiofilmInterface|HcrCoresInterface|HcrFluidsSwabsInterface|SedimentInterface|WaterInterface
Biosample	local/nmdc.yaml	diss_org_nitro	mixs_core_section	18	BiofilmInterface|MiscEnvsInterface|SedimentInterface|WaterInterface
Biosample	local/nmdc.yaml	diss_oxygen	mixs_core_section	19	BiofilmInterface|MiscEnvsInterface|SedimentInterface|WaterInterface
Biosample	local/nmdc.yaml	diss_oxygen_fluid	mixs_core_section	306	HcrCoresInterface|HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	dna_absorb1	jgi_metagenomics_section	7	JgiMgInterface|JgiMgLrInterface
Biosample	local/nmdc.yaml	dna_absorb2	jgi_metagenomics_section	8	JgiMgInterface|JgiMgLrInterface
Biosample	local/nmdc.yaml	dna_concentration	jgi_metagenomics_section	5	JgiMgInterface|JgiMgLrInterface
Biosample	local/nmdc.yaml	dna_cont_type	jgi_metagenomics_section	10	JgiMgInterface|JgiMgLrInterface
Biosample	local/nmdc.yaml	dna_cont_well	jgi_metagenomics_section	11	JgiMgInterface|JgiMgLrInterface
Biosample	local/nmdc.yaml	dna_container_id	jgi_metagenomics_section	9	JgiMgInterface|JgiMgLrInterface
Biosample	local/nmdc.yaml	dna_dnase	jgi_metagenomics_section	13	JgiMgInterface|JgiMgLrInterface
Biosample	local/nmdc.yaml	dna_isolate_meth	jgi_metagenomics_section	16	JgiMgInterface|JgiMgLrInterface
Biosample	local/nmdc.yaml	dna_project_contact	jgi_metagenomics_section	18	JgiMgInterface|JgiMgLrInterface
Biosample	local/nmdc.yaml	dna_samp_id	jgi_metagenomics_section	3	JgiMgInterface|JgiMgLrInterface
Biosample	local/nmdc.yaml	dna_sample_format	jgi_metagenomics_section	12	JgiMgInterface|JgiMgLrInterface
Biosample	local/nmdc.yaml	dna_sample_name	jgi_metagenomics_section	4	JgiMgInterface|JgiMgLrInterface
Biosample	local/nmdc.yaml	dna_seq_project	jgi_metagenomics_section	1	JgiMgInterface|JgiMgLrInterface
Biosample	local/nmdc.yaml	dna_seq_project_name	jgi_metagenomics_section	2	JgiMgInterface|JgiMgLrInterface
Biosample	local/nmdc.yaml	dna_seq_project_pi	jgi_metagenomics_section	17	JgiMgInterface|JgiMgLrInterface
Biosample	local/nmdc.yaml	dna_volume	jgi_metagenomics_section	6	JgiMgInterface|JgiMgLrInterface
Biosample	local/nmdc.yaml	dnase_rna	jgi_metatranscriptomics_section	13	JgiMtInterface
Biosample	local/nmdc.yaml	door_comp_type	mixs_core_section	90	BuiltEnvInterface
Biosample	local/nmdc.yaml	door_cond	mixs_core_section	91	BuiltEnvInterface
Biosample	local/nmdc.yaml	door_direct	mixs_core_section	92	BuiltEnvInterface
Biosample	local/nmdc.yaml	door_loc	mixs_core_section	93	BuiltEnvInterface
Biosample	local/nmdc.yaml	door_mat	mixs_core_section	94	BuiltEnvInterface
Biosample	local/nmdc.yaml	door_move	mixs_core_section	95	BuiltEnvInterface
Biosample	local/nmdc.yaml	door_size	mixs_core_section	96	BuiltEnvInterface
Biosample	local/nmdc.yaml	door_type	mixs_core_section	97	BuiltEnvInterface
Biosample	local/nmdc.yaml	door_type_metal	mixs_core_section	98	BuiltEnvInterface
Biosample	local/nmdc.yaml	door_type_wood	mixs_core_section	99	BuiltEnvInterface
Biosample	local/nmdc.yaml	door_water_mold	mixs_core_section	100	BuiltEnvInterface
Biosample	local/nmdc.yaml	down_par	mixs_core_section	225	WaterInterface
Biosample	local/nmdc.yaml	drainage_class	mixs_section	11	SoilInterface
Biosample	local/nmdc.yaml	drawings	mixs_core_section	101	BuiltEnvInterface
Biosample	local/nmdc.yaml	ecosystem	sample_id_section	9	AirInterface|BiofilmInterface|BuiltEnvInterface|HcrCoresInterface|HcrFluidsSwabsInterface|HostAssociatedInterface|MiscEnvsInterface|PlantAssociatedInterface|SedimentInterface|SoilInterface|WastewaterSludgeInterface|WaterInterface
Biosample	local/nmdc.yaml	ecosystem_category	sample_id_section	10	AirInterface|BiofilmInterface|BuiltEnvInterface|HcrCoresInterface|HcrFluidsSwabsInterface|HostAssociatedInterface|MiscEnvsInterface|PlantAssociatedInterface|SedimentInterface|SoilInterface|WastewaterSludgeInterface|WaterInterface
Biosample	local/nmdc.yaml	ecosystem_subtype	sample_id_section	12	AirInterface|BiofilmInterface|BuiltEnvInterface|HcrCoresInterface|HcrFluidsSwabsInterface|HostAssociatedInterface|MiscEnvsInterface|PlantAssociatedInterface|SedimentInterface|SoilInterface|WastewaterSludgeInterface|WaterInterface
Biosample	local/nmdc.yaml	ecosystem_type	sample_id_section	11	AirInterface|BiofilmInterface|BuiltEnvInterface|HcrCoresInterface|HcrFluidsSwabsInterface|HostAssociatedInterface|MiscEnvsInterface|PlantAssociatedInterface|SedimentInterface|SoilInterface|WastewaterSludgeInterface|WaterInterface
Biosample	local/nmdc.yaml	efficiency_percent	mixs_core_section	307	WastewaterSludgeInterface
Biosample	local/nmdc.yaml	elev	mixs_modified_section	6	AirInterface|BiofilmInterface|BuiltEnvInterface|HcrCoresInterface|HcrFluidsSwabsInterface|HostAssociatedInterface|MiscEnvsInterface|PlantAssociatedInterface|SedimentInterface|SoilInterface|WastewaterSludgeInterface|WaterInterface
Biosample	local/nmdc.yaml	elevator	mixs_core_section	102	BuiltEnvInterface
Biosample	local/nmdc.yaml	emsl_store_temp	emsl_section	4	EmslInterface
Biosample	local/nmdc.yaml	emulsions	mixs_core_section	308	WastewaterSludgeInterface
Biosample	local/nmdc.yaml	env_broad_scale	sample_id_section	6	AirInterface|BiofilmInterface|BuiltEnvInterface|HcrCoresInterface|HcrFluidsSwabsInterface|HostAssociatedInterface|MiscEnvsInterface|PlantAssociatedInterface|SedimentInterface|SoilInterface|WastewaterSludgeInterface|WaterInterface
Biosample	local/nmdc.yaml	env_local_scale	sample_id_section	7	AirInterface|BiofilmInterface|BuiltEnvInterface|HcrCoresInterface|HcrFluidsSwabsInterface|HostAssociatedInterface|MiscEnvsInterface|PlantAssociatedInterface|SedimentInterface|SoilInterface|WastewaterSludgeInterface|WaterInterface
Biosample	local/nmdc.yaml	env_medium	sample_id_section	8	AirInterface|BiofilmInterface|BuiltEnvInterface|HcrCoresInterface|HcrFluidsSwabsInterface|HostAssociatedInterface|MiscEnvsInterface|PlantAssociatedInterface|SedimentInterface|SoilInterface|WastewaterSludgeInterface|WaterInterface
Biosample	local/nmdc.yaml	escalator	mixs_core_section	103	BuiltEnvInterface
Biosample	local/nmdc.yaml	ethylbenzene	mixs_core_section	309	HcrCoresInterface|HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	exp_duct	mixs_core_section	104	BuiltEnvInterface
Biosample	local/nmdc.yaml	exp_pipe	mixs_core_section	105	BuiltEnvInterface
Biosample	local/nmdc.yaml	experimental_factor	mixs_section	12	AirInterface|BiofilmInterface|BuiltEnvInterface|HcrCoresInterface|HcrFluidsSwabsInterface|HostAssociatedInterface|MiscEnvsInterface|PlantAssociatedInterface|SedimentInterface|SoilInterface|WastewaterSludgeInterface|WaterInterface
Biosample	local/nmdc.yaml	experimental_factor_other	mixs_inspired_section	7	SoilMixsInspiredMixin|SoilInterface
Biosample	local/nmdc.yaml	ext_door	mixs_core_section	106	BuiltEnvInterface
Biosample	local/nmdc.yaml	ext_wall_orient	mixs_core_section	107	BuiltEnvInterface
Biosample	local/nmdc.yaml	ext_window_orient	mixs_core_section	108	BuiltEnvInterface
Biosample	local/nmdc.yaml	extreme_event	mixs_section	13	SedimentInterface|SoilInterface
Biosample	local/nmdc.yaml	fao_class	mixs_section	14	SoilInterface
Biosample	local/nmdc.yaml	fertilizer_regm	mixs_core_section	242	PlantAssociatedInterface
Biosample	local/nmdc.yaml	field	mixs_core_section	310	HcrCoresInterface|HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	filter_method	mixs_inspired_section	6	SoilMixsInspiredMixin|SoilInterface|WaterInterface
Biosample	local/nmdc.yaml	filter_type	mixs_core_section	109	BuiltEnvInterface
Biosample	local/nmdc.yaml	fire	mixs_section	15	SedimentInterface|SoilInterface
Biosample	local/nmdc.yaml	fireplace_type	mixs_core_section	110	BuiltEnvInterface
Biosample	local/nmdc.yaml	flooding	mixs_section	16	SedimentInterface|SoilInterface
Biosample	local/nmdc.yaml	floor_age	mixs_core_section	111	BuiltEnvInterface
Biosample	local/nmdc.yaml	floor_area	mixs_core_section	112	BuiltEnvInterface
Biosample	local/nmdc.yaml	floor_cond	mixs_core_section	113	BuiltEnvInterface
Biosample	local/nmdc.yaml	floor_count	mixs_core_section	114	BuiltEnvInterface
Biosample	local/nmdc.yaml	floor_finish_mat	mixs_core_section	115	BuiltEnvInterface
Biosample	local/nmdc.yaml	floor_struc	mixs_core_section	116	BuiltEnvInterface
Biosample	local/nmdc.yaml	floor_thermal_mass	mixs_core_section	117	BuiltEnvInterface
Biosample	local/nmdc.yaml	floor_water_mold	mixs_core_section	118	BuiltEnvInterface
Biosample	local/nmdc.yaml	fluor	mixs_core_section	226	WaterInterface
Biosample	local/nmdc.yaml	freq_clean	mixs_core_section	119	BuiltEnvInterface
Biosample	local/nmdc.yaml	freq_cook	mixs_core_section	120	BuiltEnvInterface
Biosample	local/nmdc.yaml	fungicide_regm	mixs_core_section	243	PlantAssociatedInterface
Biosample	local/nmdc.yaml	furniture	mixs_core_section	121	BuiltEnvInterface
Biosample	local/nmdc.yaml	gaseous_environment	mixs_modified_section	20	PlantAssociatedInterface|SedimentInterface|SoilInterface|WaterInterface
Biosample	local/nmdc.yaml	gaseous_substances	mixs_core_section	311	WastewaterSludgeInterface
Biosample	local/nmdc.yaml	gender_restroom	mixs_core_section	122	BuiltEnvInterface
Biosample	local/nmdc.yaml	genetic_mod	mixs_core_section	244	HostAssociatedInterface|PlantAssociatedInterface
Biosample	local/nmdc.yaml	geo_loc_name	mixs_modified_section	4	AirInterface|BiofilmInterface|BuiltEnvInterface|HcrCoresInterface|HcrFluidsSwabsInterface|HostAssociatedInterface|MiscEnvsInterface|PlantAssociatedInterface|SedimentInterface|SoilInterface|WastewaterSludgeInterface|WaterInterface
Biosample	local/nmdc.yaml	glucosidase_act	mixs_core_section	20	BiofilmInterface|SedimentInterface|WaterInterface
Biosample	local/nmdc.yaml	gravidity	mixs_core_section	312	HostAssociatedInterface
Biosample	local/nmdc.yaml	gravity	mixs_core_section	245	PlantAssociatedInterface
Biosample	local/nmdc.yaml	growth_facil	mixs_modified_section	1	PlantAssociatedInterface|SoilInterface
Biosample	local/nmdc.yaml	growth_habit	mixs_core_section	246	PlantAssociatedInterface
Biosample	local/nmdc.yaml	growth_hormone_regm	mixs_core_section	247	PlantAssociatedInterface
Biosample	local/nmdc.yaml	hall_count	mixs_core_section	123	BuiltEnvInterface
Biosample	local/nmdc.yaml	handidness	mixs_core_section	124	BuiltEnvInterface
Biosample	local/nmdc.yaml	hc_produced	mixs_core_section	313	HcrCoresInterface|HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	hcr	mixs_core_section	314	HcrCoresInterface|HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	hcr_fw_salinity	mixs_core_section	315	HcrCoresInterface|HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	hcr_geol_age	mixs_core_section	316	HcrCoresInterface|HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	hcr_pressure	mixs_core_section	317	HcrCoresInterface|HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	hcr_temp	mixs_core_section	318	HcrCoresInterface|HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	heat_cool_type	mixs_core_section	125	BuiltEnvInterface
Biosample	local/nmdc.yaml	heat_deliv_loc	mixs_core_section	126	BuiltEnvInterface
Biosample	local/nmdc.yaml	heat_sys_deliv_meth	mixs_core_section	127	BuiltEnvInterface
Biosample	local/nmdc.yaml	heat_system_id	mixs_core_section	128	BuiltEnvInterface
Biosample	local/nmdc.yaml	heavy_metals	mixs_section	17	SoilInterface
Biosample	local/nmdc.yaml	heavy_metals_meth	mixs_section	18	SoilInterface
Biosample	local/nmdc.yaml	height_carper_fiber	mixs_core_section	129	BuiltEnvInterface
Biosample	local/nmdc.yaml	herbicide_regm	mixs_core_section	248	PlantAssociatedInterface
Biosample	local/nmdc.yaml	horizon_meth	mixs_section	19	SoilInterface
Biosample	local/nmdc.yaml	host_age	mixs_core_section	249	HostAssociatedInterface|PlantAssociatedInterface
Biosample	local/nmdc.yaml	host_body_habitat	mixs_core_section	319	HostAssociatedInterface
Biosample	local/nmdc.yaml	host_body_product	mixs_core_section	320	HostAssociatedInterface
Biosample	local/nmdc.yaml	host_body_site	mixs_core_section	321	HostAssociatedInterface
Biosample	local/nmdc.yaml	host_body_temp	mixs_core_section	322	HostAssociatedInterface
Biosample	local/nmdc.yaml	host_color	mixs_core_section	323	HostAssociatedInterface
Biosample	local/nmdc.yaml	host_common_name	mixs_core_section	250	HostAssociatedInterface|PlantAssociatedInterface
Biosample	local/nmdc.yaml	host_diet	mixs_core_section	324	HostAssociatedInterface
Biosample	local/nmdc.yaml	host_disease_stat	mixs_core_section	390	HostAssociatedInterface|PlantAssociatedInterface
Biosample	local/nmdc.yaml	host_dry_mass	mixs_core_section	251	HostAssociatedInterface|PlantAssociatedInterface
Biosample	local/nmdc.yaml	host_family_relation	mixs_core_section	325	HostAssociatedInterface
Biosample	local/nmdc.yaml	host_genotype	mixs_core_section	252	HostAssociatedInterface|PlantAssociatedInterface
Biosample	local/nmdc.yaml	host_growth_cond	mixs_core_section	326	HostAssociatedInterface
Biosample	local/nmdc.yaml	host_height	mixs_core_section	253	HostAssociatedInterface|PlantAssociatedInterface
Biosample	local/nmdc.yaml	host_last_meal	mixs_core_section	327	HostAssociatedInterface
Biosample	local/nmdc.yaml	host_length	mixs_core_section	254	HostAssociatedInterface|PlantAssociatedInterface
Biosample	local/nmdc.yaml	host_life_stage	mixs_core_section	255	HostAssociatedInterface|PlantAssociatedInterface
Biosample	local/nmdc.yaml	host_phenotype	mixs_core_section	256	HostAssociatedInterface|PlantAssociatedInterface
Biosample	local/nmdc.yaml	host_sex	mixs_core_section	328	HostAssociatedInterface
Biosample	local/nmdc.yaml	host_shape	mixs_core_section	329	HostAssociatedInterface
Biosample	local/nmdc.yaml	host_subject_id	mixs_core_section	330	HostAssociatedInterface
Biosample	local/nmdc.yaml	host_subspecf_genlin	mixs_core_section	257	HostAssociatedInterface|PlantAssociatedInterface
Biosample	local/nmdc.yaml	host_substrate	mixs_core_section	331	HostAssociatedInterface
Biosample	local/nmdc.yaml	host_symbiont	mixs_core_section	258	HostAssociatedInterface|PlantAssociatedInterface
Biosample	local/nmdc.yaml	host_taxid	mixs_core_section	259	HostAssociatedInterface|PlantAssociatedInterface
Biosample	local/nmdc.yaml	host_tot_mass	mixs_core_section	260	HostAssociatedInterface|PlantAssociatedInterface
Biosample	local/nmdc.yaml	host_wet_mass	mixs_core_section	261	PlantAssociatedInterface
Biosample	local/nmdc.yaml	humidity	mixs_core_section	52	AirInterface
Biosample	local/nmdc.yaml	humidity_regm	mixs_modified_section	21	PlantAssociatedInterface|SedimentInterface|SoilInterface|WaterInterface
Biosample	local/nmdc.yaml	indoor_space	mixs_core_section	130	BuiltEnvInterface
Biosample	local/nmdc.yaml	indoor_surf	mixs_core_section	131	BuiltEnvInterface
Biosample	local/nmdc.yaml	indust_eff_percent	mixs_core_section	332	WastewaterSludgeInterface
Biosample	local/nmdc.yaml	infiltrations	mixs_inspired_section	1009	SoilInterface
Biosample	local/nmdc.yaml	inorg_particles	mixs_core_section	333	WastewaterSludgeInterface
Biosample	local/nmdc.yaml	inside_lux	mixs_core_section	132	BuiltEnvInterface
Biosample	local/nmdc.yaml	int_wall_cond	mixs_core_section	133	BuiltEnvInterface
Biosample	local/nmdc.yaml	isotope_exposure	mixs_inspired_section	16	PlantAssociatedInterface|SedimentInterface|SoilMixsInspiredMixin|SoilInterface|WaterInterface
Biosample	local/nmdc.yaml	iw_bt_date_well	mixs_core_section	334	HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	iwf	mixs_core_section	335	HcrFluidsSwabsInterface
Biosample	local/nmdc.yaml	last_clean	mixs_core_section	134	BuiltEnvInterface
